GeneSymbol	GeneName	GFOLD	E_FDR	log2fdc	X1stRPKM	X2ndRPKM	threshold
AT1G04337	NA	0	1	0.814913	0	0.960769	Not
AT1G04340	NA	0	1	0.22995	0.547196	1.01599	Not
AT1G04343	NA	0	1	-1.18509	0.771991	0	Not
AT1G04347	NA	0	1	-0.185087	0.694979	0.860251	Not
AT1G04350	NA	0	1	0.399875	0.691279	1.36907	Not
AT1G04353	NA	0	1	-0.185087	0.391015	0.484001	Not
AT1G04357	NA	0	1	-1.77005	1.12234	0	Not
AT1G04360	ATL1	0	1	-0.185087	0.163501	0.202383	Not
AT1G04363	NA	0	1	-1.18509	1.0129	0	Not
AT1G04367	NA	0	1	-0.185087	0	0	Not
AT1G04370	ERF14	0	1	-0.185087	0	0	Not
AT1G04373	NA	0	1	-0.185087	0	0	Not
AT1G04377	NA	0	1	-0.185087	0	0	Not
AT1G04380	NA	0	1	-1.18509	0.152584	0	Not
AT1G04383	NA	0	1	-0.185087	0	0	Not
AT1G04387	NA	0	1	-0.185087	0	0	Not
AT1G04390	NA	0	1	0.814913	0	0.102009	Not
AT1G04393	MI0019213	0	1	-0.185087	0	0	Not
AT1G04397	NA	0	1	-0.185087	0	0	Not
AT1G04400	CRY2	0	1	-0.382124	4.81645	5.18421	Not
AT1G04403	NA	0	1	-0.185087	0	0	Not
AT1G04407	NA	0	1	-0.185087	0	0	Not
AT1G04410	MDH1	-0.0289974	1	-0.338384	43.7398	48.6615	Not
AT1G04413	NA	0	1	0.814913	0	0.98212	Not
AT1G04417	NA	0	1	-0.185087	0	0	Not
AT1G04420	NA	0.135912	1	0.892915	4.82557	12.8652	Not
AT1G04423	MI0019240	0	1	-0.185087	0	0	Not
AT1G04425	NA	0	1	-0.185087	0	0	Not
AT1G04427	NA	0	1	-0.185087	0	0	Not
AT1G04430	NA	0	1	-0.122352	4.26323	5.51693	Not
AT1G04433	NA	0	1	0.136841	2.58885	4.27267	Not
AT1G04437	NA	0	1	-0.185087	0	0	Not
AT1G04440	CKL13	0	1	-0.973583	2.13604	1.4689	Not
AT1G04443	NA	0	1	-0.185087	0	0	Not
AT1G04445	NA	0	1	-0.185087	0	0	Not
AT1G04447	NA	0	1	-0.185087	0	0	Not
AT1G04450	RIC3	0	1	-1.18509	0.270233	0	Not
AT1G04453	NA	0	1	-0.185087	0	0	Not
AT1G04455	NA	0	1	-0.185087	0.806883	0.998766	Not
AT1G04463	NA	0	1	0.814913	0	0.38389	Not
AT1G04467	NA	0	1	-1.18509	1.81549	0.749074	Not
AT1G04470	NA	0	1	-1.18509	0.0791018	0	Not
AT1G04473	NA	0	1	-0.185087	0	0	Not
AT1G04477	NA	0	1	-1.18509	0.743845	0	Not
AT1G04480	RPL23A	0	1	0.0559208	7.29728	10.7531	Not
AT1G04483	NA	0	1	-0.185087	0	0	Not
AT1G04487	NA	-1.48533	1	-3.43301	9.52122	0.654746	Down
AT1G04490	NA	0	1	-1.18509	0.114209	0	Not
AT1G04493	NA	0	1	-0.185087	0	0	Not
AT1G04497	NA	0	1	-0.185087	0	0	Not
AT1G04500	NA	0	1	-0.185087	0	0	Not
AT1G04503	NA	0	1	-0.474594	12.3933	12.4185	Not
AT1G04507	NA	0	1	-0.185087	0	0	Not
AT1G04510	PRP19A	0	1	-0.737628	2.72777	2.25097	Not
AT1G04513	NA	0	1	0.399875	0.259434	0.642258	Not
AT1G04517	NA	0	1	-0.185087	0	0	Not
AT1G04520	CRRSP3	0	1	1.39988	0	0.450686	Not
AT1G04523	NA	0	1	-0.185087	0	0	Not
AT1G04527	NA	0	1	-1.18509	3.40043	0	Not
AT1G04530	NA	0	1	0.288844	3.18623	5.56792	Not
AT1G04533	NA	0	1	-0.185087	0	0	Not
AT1G04537	NA	0	1	0.22995	3.48337	6.03644	Not
AT1G04540	NA	0	1	-0.185087	0.116777	0.144547	Not
AT1G04547	NA	0	1	-0.185087	0	0	Not
AT1G04550	IAA12	0	1	0.0373052	2.08217	3.04594	Not
AT1G04555	NA	0	1	-0.185087	0.576461	0.713548	Not
AT1G04557	NA	0	1	-0.185087	0	0	Not
AT1G04560	NA	0.715365	1	3.7218	0	5.78934	Not
AT1G04563	NA	0	1	-0.185087	0	0	Not
AT1G04567	NA	0	1	-0.185087	0	0	Not
AT1G04570	NA	0	1	-0.185087	0.132056	0.16346	Not
AT1G04573	NA	0	1	-0.185087	0	0	Not
AT1G04577	NA	0	1	-0.185087	0	0	Not
AT1G04580	AAO4	0	1	1.81491	0	0.230384	Not
AT1G04583	NA	0	1	-0.185087	0	0	Not
AT1G04587	NA	0	1	-0.185087	0	0	Not
AT1G04590	NA	0	1	0.814913	0.201436	0.748018	Not
AT1G04593	NA	0	1	-0.185087	0	0	Not
AT1G04597	NA	0	1	0.814913	0	1.71633	Not
AT1G04600	XI-A	0	1	1.39988	0	0.122637	Not
AT1G04603	NA	0	1	-0.185087	0	0	Not
AT1G04607	NA	0	1	-0.185087	0	0	Not
AT1G04610	YUC3	0	1	-0.185087	0.161013	0.199303	Not
AT1G04620	HCAR	0	1	0.0779471	1.79969	2.70503	Not
AT1G04623	NA	0	1	-0.185087	0	0	Not
AT1G04625	NA	0	1	-0.185087	0	0	Not
AT1G04630	MEE4	0	1	-0.40748	4.98426	5.22039	Not
AT1G04635	EMB1687	0	1	-2.18509	1.18194	0	Not
AT1G04640	LIP2	-0.0648843	1	-0.107085	3.52894	4.6251	Not
AT1G04643	NA	0	1	0.814913	0	0.399506	Not
AT1G04645	NA	0	1	-1.18509	0.578212	0	Not
AT1G04647	NA	0	1	-1.50702	1.03118	0.3191	Not
AT1G04650	NA	0	1	-0.185087	0.0833002	0.10311	Not
AT1G04653	NA	0	1	-0.185087	0	0	Not
AT1G04657	NA	0	1	-0.185087	0	0	Not
AT1G04660	NA	0	1	0.30034	0.812622	1.5088	Not
AT1G04667	NA	0	1	-0.185087	0	0	Not
AT1G04670	NA	0	1	-0.185087	0	0	Not
AT1G04673	NA	0	1	-0.185087	0	0	Not
AT1G04677	NA	0	1	-0.185087	0	0	Not
AT1G04680	NA	-0.635455	1	-1.2538	11.7064	6.81896	Not
AT1G04683	NA	0	1	-0.185087	0	0	Not
AT1G04687	NA	0	1	-0.185087	0	0	Not
AT1G04690	KAB1	0	1	-0.217509	7.81107	9.44886	Not
AT1G04693	NA	0	1	-0.185087	0	0	Not
AT1G04697	NA	0	1	-0.185087	0	0	Not
AT1G04700	NA	0	1	-0.185087	0	0	Not
AT1G04703	NA	0	1	-0.185087	0	0	Not
AT1G04707	NA	0	1	-0.185087	0.326815	0.404534	Not
AT1G04710	KAT1	0	1	-0.322591	1.70835	1.90315	Not
AT1G04713	NA	0	1	-0.185087	0	0	Not
AT1G04717	NA	0	1	-0.185087	0	0	Not
AT1G04720	NA	0	1	-0.185087	0	0	Not
AT1G04723	NA	0	1	-0.185087	0	0	Not
AT1G04730	NA	0	1	0.984838	0.263098	0.868439	Not
AT1G04733	NA	0	1	-0.507015	6.04522	5.61211	Not
AT1G04737	NA	0	1	-0.185087	1.7104	2.11714	Not
AT1G04743	NA	0	1	0.814913	0	0.367912	Not
AT1G04747	NA	0	1	-0.185087	0	0	Not
AT1G04750	VAMP721	0	1	-0.729408	5.44985	4.56338	Not
AT1G04753	NA	0	1	-0.185087	0	0	Not
AT1G04760	VAMP726	0	1	-0.185087	0.197672	0.24468	Not
AT1G04763	NA	0	1	-0.185087	0	0	Not
AT1G04767	NA	0	1	0.814913	0	0.339638	Not
AT1G04770	NA	-0.0151609	1	-0.0330842	1.77967	2.47825	Not
AT1G04773	NA	0	1	2.13684	0	1.90857	Not
AT1G04778	NA	0	1	-0.77005	0.673671	0.416938	Not
AT1G04780	NA	0	1	0.399875	0.632539	1.23037	Not
AT1G04783	NA	0	1	-0.185087	0	0	Not
AT1G04787	NA	0	1	-0.185087	0	0	Not
AT1G04790	NA	0	1	0.73691	1.86894	4.49826	Not
AT1G04793	NA	0	1	-0.185087	0	0	Not
AT1G04797	NA	0	1	-0.185087	0	0	Not
AT1G04800	NA	0.0702776	1	0.734742	10.0126	23.7545	Not
AT1G04803	NA	-0.248986	1	-1.82894	15.8687	5.72903	Not
AT1G04807	NA	0	1	-0.185087	0	0	Not
AT1G04810	RPN2B	0	1	-0.0696101	1.91256	2.57324	Not
AT1G04813	NA	0	1	1.39988	0	2.8745	Not
AT1G04817	NA	0	1	-0.185087	0	0	Not
AT1G04820	TUBA4	0	1	0.0588383	10.869	15.965	Not
AT1G04823	NA	0	1	-0.185087	0.745787	0.923141	Not
AT1G04827	NA	0	1	-0.185087	0	0	Not
AT1G04830	NA	0	1	-2.18509	0.421086	0	Not
AT1G04833	NA	0	1	0.399875	0.364953	0.752903	Not
AT1G04837	NA	0	1	-1.77005	1.14898	0.284443	Not
AT1G04840	PCMP-H64	0	1	-0.77005	0.211348	0.130804	Not
AT1G04847	NA	0	1	-0.185087	0	0	Not
AT1G04850	NA	0	1	0.498439	4.42205	8.89467	Not
AT1G04853	NA	0	1	0.814913	0.797867	2.96282	Not
AT1G04857	NA	0	1	-0.185087	0	0	Not
AT1G04860	UBP2	0	1	-0.670514	0.498493	0.411359	Not
AT1G04863	NA	0	1	-0.185087	0	0	Not
AT1G04867	NA	0	1	-0.185087	0	0	Not
AT1G04870	PRMT10	0	1	-0.377732	1.22968	1.30466	Not
AT1G04873	NA	0	1	0.814913	0	1.47318	Not
AT1G04877	NA	0	1	-0.185087	0	0	Not
AT1G04880	HMGB15	0	1	0.399875	0.161651	0.400185	Not
AT1G04883	NA	0	1	0.984838	3.06039	10.1018	Not
AT1G04887	NA	0	1	-0.185087	0.21821	0.270102	Not
AT1G04890	NA	0	1	-1.77005	0.282389	0	Not
AT1G04893	NA	0	1	-0.185087	0	0	Not
AT1G04895	NA	0	1	-0.185087	0	0	Not
AT1G04897	NA	0.415792	1	2.20723	5.60072	46.2174	Not
AT1G04900	NA	0	1	-0.185087	0.164727	0.2039	Not
AT1G04907	NA	0	1	0.599184	62.483	134.796	Not
AT1G04910	NA	0	1	0.0779471	1.22591	1.85465	Not
AT1G04913	NA	0	1	-0.185087	0	0	Not
AT1G04917	NA	0	1	-0.185087	0	0	Not
AT1G04920	SPS3	-0.563324	1	-1.48994	3.22976	1.56012	Not
AT1G04923	NA	0	1	-0.185087	0	0	Not
AT1G04927	NA	0	1	-1.18509	0.698378	0	Not
AT1G04930	NA	0	1	-0.185087	0.188042	0.23276	Not
AT1G04933	NA	0	1	-0.185087	0	0	Not
AT1G04937	NA	0	1	-0.185087	0	0	Not
AT1G04940	TIC20-I	0	1	-0.77005	4.05327	3.24641	Not
AT1G04943	NA	0	1	-0.185087	0	0	Not
AT1G04945	NA	0	1	-1.04758	2.02503	1.31927	Not
AT1G04947	NA	0	1	-0.185087	0	0	Not
AT1G04950	TAF6	0.0808587	1	1.75351	0.604394	3.29174	Not
AT1G04953	NA	0	1	-1.18509	0.418209	0	Not
AT1G04957	NA	0	1	-0.185087	0	0	Not
AT1G04960	NA	0	1	-0.185087	0.648069	0.802185	Not
AT1G04963	NA	0	1	-0.185087	0	0	Not
AT1G04967	NA	0	1	-0.185087	0	0	Not
AT1G04970	NA	0	1	1.13684	0.41158	1.52837	Not
AT1G04973	NA	0	1	-0.185087	0	0	Not
AT1G04977	NA	0	1	1.22995	0.895412	3.87922	Not
AT1G04980	PDIL2-2	0	1	0.329486	2.22752	4.02981	Not
AT1G04983	NA	0	1	-0.185087	0	0	Not
AT1G04985	NA	0	1	-0.185087	0.673036	0.833089	Not
AT1G04987	NA	0	1	-0.185087	0	0	Not
AT1G04990	NA	0	1	0.442944	1.21859	2.4134	Not
AT1G04993	MI0026794	0	1	-0.185087	0	0	Not
AT1G04997	NA	0	1	-0.185087	0	0	Not
AT1G05000	NA	1.36917	1	2.4394	1.0801	8.8725	Up
AT1G05003	NA	0	1	-0.185087	0	0	Not
AT1G05005	NA	0	1	-0.185087	0	0	Not
AT1G05007	NA	0	1	0.814913	0	1.24057	Not
AT1G05010	ACO4	0	1	-0.0336349	48.7581	67.059	Not
AT1G05013	NA	0	1	-0.185087	0	0	Not
AT1G05017	NA	0	1	-0.185087	0	0	Not
AT1G05020	AP180	0	1	1.39988	0	0.271033	Not
AT1G05023	NA	0	1	-0.185087	0	0	Not
AT1G05027	NA	0	1	-0.185087	0	0	Not
AT1G05030	NA	0	1	-0.992442	0.710539	0.439755	Not
AT1G05033	NA	0	1	-0.185087	1.15642	1.43143	Not
AT1G05035	NA	0	1	-0.185087	0	0	Not
AT1G05037	NA	0	1	-0.185087	0	0	Not
AT1G05040	NA	0	1	-0.185087	0	0	Not
AT1G05043	NA	0	1	-0.185087	0.501997	0.621376	Not
AT1G05047	NA	0	1	-0.185087	1.27516	1.57841	Not
AT1G05053	NA	0	1	-0.185087	0	0	Not
AT1G05055	GTF2H2	0	1	-0.507015	0.715433	0.664176	Not
AT1G05057	NA	0	1	1.39988	1.4648	9.06572	Not
AT1G05060	NA	0	1	0.136841	0.83276	1.37439	Not
AT1G05065	CLE20	0	1	-0.185087	0	0	Not
AT1G05067	NA	0	1	-0.185087	0	0	Not
AT1G05070	NA	0	1	0.0779471	2.59408	3.92451	Not
AT1G05073	NA	0	1	-0.185087	0	0	Not
AT1G05077	NA	0	1	-0.185087	0	0	Not
AT1G05080	NA	0	1	-0.185087	0	0	Not
AT1G05083	NA	0	1	-0.185087	0	0	Not
AT1G05085	NA	0	1	-0.185087	0	0	Not
AT1G05087	NA	0	1	0.22995	0.535903	0.995018	Not
AT1G05090	NA	0	1	1.39988	0.188663	1.16765	Not
AT1G05093	NA	0	1	-0.185087	0	0	Not
AT1G05097	NA	0	1	-0.185087	0	0	Not
AT1G05100	NA	0	1	-0.185087	0.213003	0.263656	Not
AT1G05103	NA	0	1	-0.185087	0	0	Not
AT1G05107	NA	0	1	-0.185087	0	0	Not
AT1G05113	NA	0	1	-0.185087	0	0	Not
AT1G05117	NA	0	1	-0.185087	0	0	Not
AT1G05120	NA	0	1	0.104419	0.755402	1.1688	Not
AT1G05123	NA	0	1	2.13684	0	4.37849	Not
AT1G05127	NA	0	1	-0.185087	0	0	Not
AT1G05133	NA	0	1	-0.185087	0	0	Not
AT1G05136	NA	0	1	-0.185087	0	0	Not
AT1G05137	NA	0	1	-0.185087	0	0	Not
AT1G05140	ARASP2	0	1	0.177483	2.45263	3.96999	Not
AT1G05143	NA	0	1	-0.185087	0	0	Not
AT1G05147	NA	0	1	-0.185087	0	0	Not
AT1G05150	NA	0	1	-0.69966	1.83286	1.55229	Not
AT1G05153	NA	0	1	-0.185087	0	0	Not
AT1G05160	KAO1	0	1	0.814913	0	0.165526	Not
AT1G05163	NA	-0.470639	1	-0.869585	70.5227	54.1317	Not
AT1G05170	B3GALT2	0	1	0.399875	0.847946	1.64936	Not
AT1G05173	NA	0	1	-1.77005	2.6695	0	Not
AT1G05177	NA	0	1	-0.185087	0	0	Not
AT1G05180	AXR1	0	1	-0.185087	1.71198	2.1191	Not
AT1G05183	NA	0	1	1.39988	0	0.543525	Not
AT1G05187	NA	0	1	1.39988	0	0.577717	Not
AT1G05190	RPL6	0	1	0.136841	30.1671	46.7605	Not
AT1G05193	NA	0	1	-0.185087	0	0	Not
AT1G05197	NA	0	1	-0.185087	0	0	Not
AT1G05200	GLR3.4	0	1	-0.670514	0.453032	0.373844	Not
AT1G05203	NA	0	1	-0.185087	0	0	Not
AT1G05205	NA	0	1	-0.863159	3.24061	2.29214	Not
AT1G05207	NA	0	1	-0.395305	46.2763	49.3803	Not
AT1G05210	NA	0	1	0.0779471	1.48383	2.29586	Not
AT1G05213	NA	0	1	1.07795	0.465017	1.5829	Not
AT1G05217	NA	0	1	-0.185087	0	0	Not
AT1G05220	NA	0	1	-0.185087	0	0	Not
AT1G05223	NA	0	1	-0.185087	0	0	Not
AT1G05227	NA	0	1	0.814913	0	1.21499	Not
AT1G05230	HDG2	0	1	-0.77005	0.34564	0.256701	Not
AT1G05233	NA	0	1	-0.185087	0	0	Not
AT1G05237	NA	0	1	-0.185087	0	0	Not
AT1G05240	PER1	0	1	-0.185087	0	0	Not
AT1G05243	NA	0	1	-0.185087	0.572418	0.708543	Not
AT1G05247	NA	0	1	0.689382	16.4159	40.6394	Not
AT1G05250	PER1	0	1	-1.18509	0.191445	0	Not
AT1G05253	NA	0	1	-1.44812	8.4236	3.79156	Not
AT1G05257	NA	0	1	-0.185087	0	0	Not
AT1G05260	PER3	0	1	0.399875	0.22778	0.563896	Not
AT1G05263	NA	0	1	-0.185087	0	0	Not
AT1G05267	NA	0	1	-1.18509	0.325697	0	Not
AT1G05270	NA	0	1	0.136841	1.14713	1.82563	Not
AT1G05273	NA	0	1	0.814913	4.41706	12.7574	Not
AT1G05277	NA	0	1	1.81491	0.39182	3.39498	Not
AT1G05280	NA	0	1	1.39988	0	0.30758	Not
AT1G05283	NA	0	1	-0.185087	0	0	Not
AT1G05287	NA	0	1	-0.185087	0	0	Not
AT1G05290	NA	0	1	-0.185087	0	0	Not
AT1G05291	NA	0	1	-0.185087	0	0	Not
AT1G05293	NA	0	1	-2.18509	3.07136	0	Not
AT1G05297	NA	0	1	-0.185087	0	0	Not
AT1G05300	ZIP5	0	1	-0.355012	1.04917	1.13634	Not
AT1G05303	NA	0	1	-0.185087	1.09022	1.34948	Not
AT1G05307	NA	0	1	-0.185087	0	0	Not
AT1G05310	PME8	0	1	-0.185087	0.592197	0.733026	Not
AT1G05313	NA	0	1	-0.185087	0	0	Not
AT1G05317	NA	0	1	0.902376	3.45329	9.77031	Not
AT1G05320	NA	0	1	-0.185087	0.753437	0.932611	Not
AT1G05323	NA	0	1	-0.185087	0	0	Not
AT1G05327	NA	0	1	-1.18509	0.386518	0	Not
AT1G05330	NA	0	1	-0.185087	0	0	Not
AT1G05333	NA	0	1	0.551878	0.173061	0.428431	Not
AT1G05337	NA	0	1	-1.18509	0.665819	0	Not
AT1G05340	NA	0	1	0.814913	0	0.446982	Not
AT1G05343	NA	0	1	-0.185087	0	0	Not
AT1G05347	NA	0	1	-0.600125	0.968259	0.799013	Not
AT1G05350	NA	0	1	-1.09198	2.09039	1.29375	Not
AT1G05353	NA	0	1	-0.185087	0	0	Not
AT1G05357	NA	0	1	-0.185087	0	0	Not
AT1G05360	KMS2	0	1	0.22995	0.242682	0.45059	Not
AT1G05363	NA	0	1	-0.185087	0	0	Not
AT1G05367	NA	0	1	-0.185087	0	0	Not
AT1G05370	NA	0	1	0.814913	0.166649	0.618838	Not
AT1G05373	NA	0	1	-0.185087	0	0	Not
AT1G05377	NA	0	1	-0.185087	0	0	Not
AT1G05380	NA	0	1	0.317413	0.729341	1.31314	Not
AT1G05383	NA	0	1	0.814913	0	0.642842	Not
AT1G05385	PSB27-2	0	1	-0.185087	0.966076	1.19582	Not
AT1G05387	NA	0	1	-0.185087	0	0	Not
AT1G05390	NA	0	1	-1.77005	7.71991	0	Not
AT1G05397	NA	0	1	-0.185087	0	0	Not
AT1G05400	NA	0	1	-0.185087	0	0	Not
AT1G05407	NA	0	1	-0.185087	0	0	Not
AT1G05410	NA	0	1	-1.18509	0.812391	0.402233	Not
AT1G05413	NA	0	1	-0.185087	1.16112	1.43725	Not
AT1G05417	NA	0	1	-0.185087	0	0	Not
AT1G05420	OFP12	0	1	1.39988	0	0.679929	Not
AT1G05423	NA	0	1	-0.185087	0	0	Not
AT1G05427	NA	0	1	-0.185087	2.94471	3.64498	Not
AT1G05430	NA	0	1	0.492985	0.971553	2.10454	Not
AT1G05433	NA	0	1	-0.185087	0	0	Not
AT1G05440	NA	0	1	-1.77005	0.352855	0	Not
AT1G05443	NA	0	1	-0.185087	0	0	Not
AT1G05447	NA	0	1	-0.185087	0	0	Not
AT1G05450	NA	0	1	-1.18509	0.30813	0	Not
AT1G05453	NA	0	1	-1.50702	1.70275	0.52692	Not
AT1G05460	SDE3	0	1	0.814913	0.422289	1.14997	Not
AT1G05463	NA	0	1	-1.18509	1.47235	0	Not
AT1G05467	NA	0	1	-0.77005	1.53156	0.94789	Not
AT1G05470	IP5P6	0	1	-1.18509	0.400275	0.198186	Not
AT1G05473	NA	0	1	-0.185087	0	0	Not
AT1G05477	NA	0	1	-0.185087	0	0	Not
AT1G05483	NA	0	1	-0.185087	0	0	Not
AT1G05487	NA	0	1	-0.185087	0	0	Not
AT1G05490	CLSY3	0	1	1.93039	0.120649	0.896041	Not
AT1G05493	NA	0	1	-0.185087	0	0	Not
AT1G05497	NA	-0.161151	1	-0.815138	38.2442	30.3265	Not
AT1G05500	SYT5	0	1	-0.292002	1.65255	1.88819	Not
AT1G05507	NA	0	1	-0.185087	0.795645	0.984855	Not
AT1G05510	OBAP1A	0	1	-0.185087	0	0	Not
AT1G05517	NA	0	1	0.814913	0	1.24934	Not
AT1G05520	NA	0	1	-0.185087	2.23154	2.76221	Not
AT1G05523	NA	0	1	1.39988	0	0.611172	Not
AT1G05527	NA	0	1	-0.185087	0	0	Not
AT1G05530	UGT75B2	0	1	-1.18509	0.17145	0	Not
AT1G05533	NA	0	1	-0.185087	0	0	Not
AT1G05537	NA	0	1	-0.185087	0	0	Not
AT1G05540	NA	0	1	-1.77005	0.388093	0	Not
AT1G05543	NA	0	1	-0.185087	0	0	Not
AT1G05547	NA	0	1	-0.185087	0	0	Not
AT1G05550	NA	0	1	-0.185087	0	0	Not
AT1G05553	NA	0	1	-0.185087	0	0	Not
AT1G05557	NA	0	1	-0.185087	0	0	Not
AT1G05560	UGT75B1	0	1	0.72745	2.1396	5.1313	Not
AT1G05562	NA	0	1	0.72745	2.1396	5.1313	Not
AT1G05563	NA	0	1	-0.922053	16.8021	10.3989	Not
AT1G05567	NA	0	1	-0.185087	0	0	Not
AT1G05570	CALS1	-0.224478	1	-1.22948	1.32163	0.766837	Not
AT1G05575	NA	0	1	-0.185087	0	0	Not
AT1G05577	NA	0	1	-0.185087	0	0	Not
AT1G05580	CHX23	0	1	0.814913	0	0.118805	Not
AT1G05583	NA	0	1	-0.185087	0	0	Not
AT1G05587	NA	0	1	-0.185087	0	0	Not
AT1G05590	HEXO2	0	1	0.22995	0.921408	1.56822	Not
AT1G05593	NA	0	1	-0.185087	0	0	Not
AT1G05597	NA	0	1	-0.185087	0	0	Not
AT1G05600	NA	0	1	-1.18509	0.463445	0.191219	Not
AT1G05603	NA	0	1	-0.185087	0	0	Not
AT1G05607	NA	0	1	-0.185087	0	0	Not
AT1G05610	APS2	0	1	-0.185087	0	0	Not
AT1G05613	NA	0	1	-0.185087	0	0	Not
AT1G05615	NA	0	1	-0.185087	0	0	Not
AT1G05617	NA	0	1	-0.185087	0	0	Not
AT1G05620	URH2	0	1	-0.507015	0.652138	0.605416	Not
AT1G05623	NA	0	1	-0.185087	0	0	Not
AT1G05627	MI0020196	0	1	-0.185087	0	0	Not
AT1G05630	IP5P13	0	1	-0.0151623	0.490183	0.693431	Not
AT1G05633	NA	0	1	-0.185087	0	0	Not
AT1G05637	MI0019231	0	1	-0.185087	0	0	Not
AT1G05640	NA	0	1	0.22995	0.244343	0.453674	Not
AT1G05643	NA	0	1	-0.185087	0	0	Not
AT1G05647	NA	0	1	-0.185087	0	0	Not
AT1G05650	NA	0	1	-0.185087	0	0	Not
AT1G05653	NA	0	1	-0.185087	0	0	Not
AT1G05657	NA	0	1	-0.185087	0	0	Not
AT1G05660	NA	0	1	0.814913	0	0.230484	Not
AT1G05663	NA	0	1	-0.185087	0	0	Not
AT1G05667	NA	0	1	-0.185087	0	0	Not
AT1G05670	NA	0	1	-0.77005	0.167088	0.103411	Not
AT1G05673	NA	0	1	-0.185087	0	0	Not
AT1G05675	UGT74E1	0	1	-0.77005	0.382634	0.236814	Not
AT1G05680	UGT74E2	0	1	-1.18509	0.162756	0	Not
AT1G05683	NA	0	1	-0.185087	0	0	Not
AT1G05687	NA	0	1	-1.03308	2.71389	1.67963	Not
AT1G05690	BT3	0	1	1.39988	0	0.363001	Not
AT1G05693	NA	0	1	-0.185087	0	0	Not
AT1G05697	NA	0	1	-0.185087	0	0	Not
AT1G05700	NA	0	1	0.399875	0.0950854	0.235395	Not
AT1G05703	NA	0	1	-0.185087	0	0	Not
AT1G05707	NA	0	1	0.399875	0.610334	1.51095	Not
AT1G05710	NA	0	1	-0.448122	0.660279	0.653838	Not
AT1G05713	NA	0	1	-0.185087	0	0	Not
AT1G05717	NA	0	1	-0.185087	0	0	Not
AT1G05720	NA	0	1	-1.5636	4.08052	1.68363	Not
AT1G05723	NA	0	1	-0.185087	0	0	Not
AT1G05727	NA	0	1	-0.185087	0	0	Not
AT1G05730	NA	0	1	-0.863159	1.36668	0.96668	Not
AT1G05733	NA	0	1	-0.600125	1.34523	1.11009	Not
AT1G05737	NA	0	1	-0.185087	0	0	Not
AT1G05740	NA	0	1	1.39988	0	1.36248	Not
AT1G05747	NA	0	1	-0.185087	0	0	Not
AT1G05750	PDE247	0	1	-1.18509	0.265626	0.109598	Not
AT1G05753	NA	0	1	1.39988	0	1.29038	Not
AT1G05757	NA	0	1	-0.185087	0	0	Not
AT1G05760	RTM1	0	1	-0.185087	0	0	Not
AT1G05763	NA	0	1	-1.18509	3.1504	1.29986	Not
AT1G05767	NA	-0.193439	1	-2.35501	1.03351	0.159911	Not
AT1G05770	JAL2	0	1	-0.185087	0	0	Not
AT1G05773	NA	0	1	-1.18509	0.590158	0	Not
AT1G05777	NA	0	1	-0.185087	0	0	Not
AT1G05780	NA	0	1	-0.185087	0.330598	0.409216	Not
AT1G05783	NA	0	1	-0.185087	0	0	Not
AT1G05785	NA	0	1	-1.77005	0.290429	0	Not
AT1G05787	NA	0	1	-0.185087	0	0	Not
AT1G05790	NA	0	1	1.22995	0.216391	0.937478	Not
AT1G05793	NA	0	1	-0.185087	0	0	Not
AT1G05797	NA	0	1	-0.185087	0	0	Not
AT1G05800	DGL	0	1	-0.185087	0	0	Not
AT1G05803	NA	0	1	-0.185087	0	0	Not
AT1G05805	BHLH128	0	1	0.0779471	0.636516	0.984855	Not
AT1G05807	NA	0	1	-0.185087	0	0	Not
AT1G05810	RABA5E	0	1	0.399875	0.280862	0.695306	Not
AT1G05813	NA	0	1	-0.185087	0	0	Not
AT1G05817	NA	0	1	-0.185087	0	0	Not
AT1G05820	SPPL5	0	1	-1.18509	0.104898	0	Not
AT1G05823	NA	0	1	-0.185087	0	0	Not
AT1G05827	NA	0	1	-0.185087	0	0	Not
AT1G05830	ATX2	0	1	-0.185087	0.402494	0.49821	Not
AT1G05833	NA	0	1	-0.185087	0	0	Not
AT1G05835	NA	0	1	0.622268	1.43057	3.54153	Not
AT1G05837	NA	0	1	0.399875	0.284215	0.703608	Not
AT1G05840	NA	0	1	-0.448122	0.840107	0.831913	Not
AT1G05843	NA	0	1	-0.185087	0	0	Not
AT1G05847	NA	0	1	-0.185087	0	0	Not
AT1G05850	CTL1	0	1	-0.291538	35.6858	41.017	Not
AT1G05853	NA	0	1	-0.185087	5.65617	7.00125	Not
AT1G05857	NA	0	1	-0.185087	0	0	Not
AT1G05860	NA	0	1	-0.600125	0.417597	0.344603	Not
AT1G05863	NA	0	1	1.39988	0	1.92677	Not
AT1G05867	NA	0	1	-0.185087	0	0	Not
AT1G05870	NA	0	1	-0.507015	0.636161	0.590584	Not
AT1G05873	NA	0	1	0.814913	0	0.399506	Not
AT1G05880	ARI12	0	1	-0.185087	0	0	Not
AT1G05887	NA	0	1	-0.185087	0	0	Not
AT1G05890	ARI5	0	1	-1.30056	1.28424	0.662351	Not
AT1G05893	NA	0	1	-0.185087	0	0	Not
AT1G05894	NA	0	1	-0.185087	0	0	Not
AT1G05897	NA	0	1	-0.185087	0	0	Not
AT1G05900	NTH2	0	1	-0.185087	0.723588	0.895663	Not
AT1G05903	NA	0	1	0.814913	0	0.524574	Not
